M-Group	M-Group-Type [k|u]	M-Group  Label (kVSG only)	species	hits	genomes of the species bin(s)
M50	uVSG	-	Salmonella_enterica 	5	8517
M50	uVSG	-	Klebsiella_variicola 	3	274
M50	uVSG	-	Klebsiella_grimontii 	1	197
M50	uVSG	-	Klebsiella_quasivariicola 	1	60
M50	uVSG	-	Enterobacter_hormaechei 	1	1219
M50	uVSG	-	Raoultella_ornithinolytica 	1	138
M50	uVSG	-	Raoultella_terrigena 	1	18
M51	uVSG	-	Bifidobacterium_longum 	564	3602
M51	uVSG	-	Bifidobacterium_adolescentis 	210	2922
M51	uVSG	-	Bifidobacterium_pseudocatenulatum 	193	1187
M51	uVSG	-	Bifidobacterium_bifidum 	166	1267
M51	uVSG	-	Bifidobacterium_breve 	102	593
M51	uVSG	-	Faecalibacterium_prausnitzii 	55	9456
M51	uVSG	-	Bifidobacterium_catenulatum 	52	431
M51	uVSG	-	Bifidobacterium_dentium 	13	185
M51	uVSG	-	GGB9633_SGB15090 	4	688
M51	uVSG	-	Bifidobacterium_pullorum 	3	23
M51	uVSG	-	Bifidobacterium_thermophilum 	3	13
M51	uVSG	-	Bifidobacterium_pseudolongum 	3	86
M51	uVSG	-	Bacteroides_eggerthii 	2	533
M51	uVSG	-	Bifidobacterium_angulatum 	2	87
M51	uVSG	-	Bifidobacterium_boum 	2	4
M51	uVSG	-	Bifidobacterium_gallicum 	2	2
M51	uVSG	-	GGB40041_SGB60369 	1	4
M51	uVSG	-	Eggerthellaceae_unclassified_SGB14322 	1	361
M51	uVSG	-	Parasutterella_excrementihominis 	1	732
M51	uVSG	-	Collinsella_SGB14500 	1	11
M51	uVSG	-	GGB9524_SGB14924 	1	122
M51	uVSG	-	Bifidobacterium_SGB60361 	1	5
M51	uVSG	-	Clostridia_bacterium 	1	13613
M51	uVSG	-	Bacteroidales_bacterium 	1	1048
M51	uVSG	-	Alistipes_shahii 	1	1611
M51	uVSG	-	GGB39880_SGB53839 	1	6
M51	uVSG	-	Opitutales_unclassified_SGB48447 	1	1
M51	uVSG	-	Prochlorococcus_SGB53702 	1	1
M51	uVSG	-	Sutterella_wadsworthensis 	1	2415
M51	uVSG	-	GGB9697_SGB15213 	1	49
M51	uVSG	-	Subdoligranulum_sp_APC924_74 	1	4694
M51	uVSG	-	Bifidobacterium_bombi 	1	1
M51	uVSG	-	Bifidobacterium_ruminantium 	1	13
M51	uVSG	-	GGB40041_SGB60367 	1	2
M51	uVSG	-	Bifidobacterium_tsurumiense 	1	6
M51	uVSG	-	Candidatus_Avimicrobium_faecavium 	1	1
M52	uVSG	-	Prevotella_copri 	1	3266
M52	uVSG	-	Bacilli_unclassified_SGB6540 	1	62
M52	uVSG	-	Ruminococcaceae_bacterium 	1	5899
M52	uVSG	-	Alphaproteobacteria_bacterium 	1	404
M52	uVSG	-	Clostridiales_bacterium_COT073_COT_073 	1	1
M57	kVSG	NC_0247861_Escherichia_phage_vB_EcoP_PhAPEC5|NC_0194231_Enterobacter_phage_IME11|NC_0419061_Escherichia_phage_EC1UPM|NC_0159331_Escherichia_phage_vB_EcoP_G7C|NC_0241422_Enterobacteria_phage_Bp4|NC_0188541_Escherichia_phage_ECBP1|NC_0247901_Escherichia_phage_vB_EcoP_PhAPEC7|NC_0235891_Shigella_phage_pSb1	Erysipelatoclostridium_ramosum 	3	477
M57	kVSG	NC_0247861_Escherichia_phage_vB_EcoP_PhAPEC5|NC_0194231_Enterobacter_phage_IME11|NC_0419061_Escherichia_phage_EC1UPM|NC_0159331_Escherichia_phage_vB_EcoP_G7C|NC_0241422_Enterobacteria_phage_Bp4|NC_0188541_Escherichia_phage_ECBP1|NC_0247901_Escherichia_phage_vB_EcoP_PhAPEC7|NC_0235891_Shigella_phage_pSb1	Sutterella_sp_AM11_39 	1	224
M57	kVSG	NC_0247861_Escherichia_phage_vB_EcoP_PhAPEC5|NC_0194231_Enterobacter_phage_IME11|NC_0419061_Escherichia_phage_EC1UPM|NC_0159331_Escherichia_phage_vB_EcoP_G7C|NC_0241422_Enterobacteria_phage_Bp4|NC_0188541_Escherichia_phage_ECBP1|NC_0247901_Escherichia_phage_vB_EcoP_PhAPEC7|NC_0235891_Shigella_phage_pSb1	GGB9758_SGB15368 	1	3034
M57	kVSG	NC_0247861_Escherichia_phage_vB_EcoP_PhAPEC5|NC_0194231_Enterobacter_phage_IME11|NC_0419061_Escherichia_phage_EC1UPM|NC_0159331_Escherichia_phage_vB_EcoP_G7C|NC_0241422_Enterobacteria_phage_Bp4|NC_0188541_Escherichia_phage_ECBP1|NC_0247901_Escherichia_phage_vB_EcoP_PhAPEC7|NC_0235891_Shigella_phage_pSb1	Dickeya_zeae 	1	13
M57	kVSG	NC_0247861_Escherichia_phage_vB_EcoP_PhAPEC5|NC_0194231_Enterobacter_phage_IME11|NC_0419061_Escherichia_phage_EC1UPM|NC_0159331_Escherichia_phage_vB_EcoP_G7C|NC_0241422_Enterobacteria_phage_Bp4|NC_0188541_Escherichia_phage_ECBP1|NC_0247901_Escherichia_phage_vB_EcoP_PhAPEC7|NC_0235891_Shigella_phage_pSb1	Dickeya_dianthicola 	1	15
M58	uVSG	-	Bifidobacterium_breve 	23	593
M58	uVSG	-	Bifidobacterium_adolescentis 	22	2922
M58	uVSG	-	Bifidobacterium_pseudocatenulatum 	19	1187
M58	uVSG	-	Bifidobacterium_bifidum 	14	1267
M58	uVSG	-	Bifidobacterium_catenulatum 	11	431
M58	uVSG	-	Bifidobacterium_longum 	11	3602
M58	uVSG	-	Bifidobacterium_angulatum 	4	87
M58	uVSG	-	Bifidobacterium_ruminantium 	1	13
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	Escherichia_coli 	570	18595
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	Escherichia_albertii 	24	164
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	Klebsiella_oxytoca 	6	157
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	Salmonella_enterica 	6	8517
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	Klebsiella_pneumoniae 	5	7034
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	Klebsiella_michiganensis 	4	285
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	Escherichia_fergusonii 	4	56
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	Klebsiella_variicola 	4	274
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	Dialister_invisus 	1	1495
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	Peptoclostridium_acidaminophilum 	1	1
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	Pseudomonas_composti 	1	5
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	Delftia_acidovorans 	1	56
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	Mixta_theicola 	1	1
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	Xanthomonas_oryzae 	1	425
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	Raoultella_ornithinolytica 	1	138
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	Klebsiella_quasivariicola 	1	60
M60	uVSG	-	Enterococcus_faecalis 	123	2596
M60	uVSG	-	Enterococcus_raffinosus 	16	20
M60	uVSG	-	Enterococcus_faecium 	4	1619
M60	uVSG	-	Enterococcus_avium 	2	78
M60	uVSG	-	Klebsiella_grimontii 	1	197
M60	uVSG	-	Klebsiella_variicola 	1	274
M60	uVSG	-	Flavobacterium_lacus 	1	2
M60	uVSG	-	Enterococcus_durans 	1	78
M60	uVSG	-	Clostridium_homopropionicum 	1	2
M60	uVSG	-	Enterococcus_asini 	1	9
M60	uVSG	-	Streptococcus_gordonii 	1	62
M60	uVSG	-	Enterococcus_florum 	1	1
M60	uVSG	-	Enterococcus_hirae 	1	132
M60	uVSG	-	Flavobacterium_psychrophilum 	1	86
M60	uVSG	-	Anaerostipes_caccae 	1	35
M61	uVSG	-	Bacteroides_ovatus 	56	1006
M61	uVSG	-	Bacteroides_xylanisolvens 	5	364
M61	uVSG	-	GGB33273_SGB48572 	4	9
M61	uVSG	-	Bacteroides_thetaiotaomicron 	2	711
M61	uVSG	-	Roseburia_sp_AF02_12 	1	1130
M61	uVSG	-	Bacteroides_caccae 	1	742
M61	uVSG	-	Parabacteroides_distasonis 	1	4705
M61	uVSG	-	Phocaeicola_massiliensis 	1	619
M61	uVSG	-	Bacteroides_sp_D2 	1	13
M62	uVSG	-	Bacteroides_fragilis 	7	1207
M63	uVSG	-	GGB9705_SGB15224 	31	324
M63	uVSG	-	GGB9705_SGB15225 	15	95
M63	uVSG	-	Ruminococcaceae_unclassified_SGB15234 	15	779
M63	uVSG	-	Ruminococcaceae_unclassified_SGB15233 	7	348
M63	uVSG	-	Ruminococcaceae_unclassified_SGB15236 	2	561
M63	uVSG	-	Oscillibacter_sp_ER4 	2	2741
M63	uVSG	-	Ruminococcaceae_unclassified_SGB15231 	1	6
M63	uVSG	-	GGB9705_SGB15227 	1	1
M63	uVSG	-	GGB45617_SGB63330 	1	8
M63	uVSG	-	Clostridia_bacterium 	1	13613
M63	uVSG	-	GGB9602_SGB15031 	1	1008
M64	uVSG	-	Prevotella_aurantiaca 	2	7
M64	uVSG	-	Mycoplasma_gallisepticum 	2	24
M64	uVSG	-	GGB1630_SGB2238 	1	195
M64	uVSG	-	Eubacterium_sp_AM28_29 	1	1257
M64	uVSG	-	GGB6012_SGB8640 	1	182
M64	uVSG	-	GGB2734_SGB3677 	1	841
M64	uVSG	-	Bacteroides_uniformis 	1	6758
M64	uVSG	-	Bacilli_unclassified_SGB6478 	1	690
M64	uVSG	-	Prevotella_SGB1640 	1	26
M64	uVSG	-	Porphyromonas_gingivalis 	1	86
M64	uVSG	-	Streptococcus_gallolyticus 	1	168
M64	uVSG	-	Bacteroides_sp_L10_4 	1	2
M64	uVSG	-	Campylobacter_coli 	1	6192
M65	uVSG	-	Clostridia_bacterium 	18	13613
M65	uVSG	-	Flavonifractor_plautii 	1	696
M65	uVSG	-	GGB25479_SGB37436 	1	1
M65	uVSG	-	Eubacterium_sp_An11 	1	6
M65	uVSG	-	Pseudoflavonifractor_SGB15156 	1	15
M65	uVSG	-	Salinispora_arenicola 	1	49
M65	uVSG	-	Desulfotomaculum_profundi 	1	1
M65	uVSG	-	Enterocloster_aldensis 	1	69
M66	uVSG	-	Veillonella_parvula 	9	767
M66	uVSG	-	Veillonella_atypica 	2	194
M66	uVSG	-	Veillonella_rogosae 	1	74
M67	uVSG	-	Klebsiella_oxytoca 	3	157
M67	uVSG	-	Atlantibacter_subterranea 	3	8
M67	uVSG	-	Citrobacter_koseri 	1	57
M68	uVSG	-	Gemmiger_formicilis 	73	3023
M68	uVSG	-	Gemmiger_SGB15299 	44	326
M68	uVSG	-	Eubacterium_siraeum 	7	1926
M68	uVSG	-	GGB37804_SGB53667 	3	9
M68	uVSG	-	Streptomyces_californicus 	3	32
M68	uVSG	-	Subdoligranulum_sp_APC924_74 	2	4694
M68	uVSG	-	Gemmiger_SGB15292 	2	40
M68	uVSG	-	GGB9729_SGB15289 	2	6
M68	uVSG	-	Roseburia_sp_AF02_12 	1	1130
M68	uVSG	-	Parabacteroides_distasonis 	1	4705
M68	uVSG	-	GGB3733_SGB5066 	1	367
M68	uVSG	-	GGB9730_SGB15291 	1	430
M68	uVSG	-	Ruminococcus_bromii 	1	4359
M68	uVSG	-	GGB9704_SGB15223 	1	3
M68	uVSG	-	Clostridium_sp_MD294 	1	1
M68	uVSG	-	Hungatella_hathewayi 	1	240
M69	uVSG	-	Neisseria_subflava 	29	109
M69	uVSG	-	Neisseria_SGB60276 	4	12
M69	uVSG	-	Neisseria_mucosa 	3	32
M69	uVSG	-	Neisseria_flavescens 	3	8
M69	uVSG	-	Neisseria_cinerea 	2	11
M69	uVSG	-	Neisseria_sp_KH1003_01 	2	2
M69	uVSG	-	Prochlorococcus_SGB80931 	1	1
M69	uVSG	-	Streptococcus_salivarius 	1	1053
M70	uVSG	-	Clostridiaceae_bacterium 	37	2163
M70	uVSG	-	Clostridium_sp_AF20_17LB 	3	202
M70	uVSG	-	Clostridium_sp_AT4 	2	272
M70	uVSG	-	Blautia_sp_Marseille_P3201T 	1	3
M70	uVSG	-	Clostridia_bacterium 	1	13613
M71	uVSG	-	Clostridium_kluyveri 	2	3
M72	uVSG	-	Streptococcus_oralis 	19	161
M72	uVSG	-	Streptococcus_cristatus 	5	30
M72	uVSG	-	Streptococcus_rubneri 	2	6
M72	uVSG	-	Streptococcus_thermophilus 	2	682
M72	uVSG	-	Listeria_monocytogenes 	2	2275
M72	uVSG	-	Streptococcus_suis 	2	1100
M72	uVSG	-	Streptococcus_canis 	2	20
M72	uVSG	-	Streptococcus_salivarius 	1	1053
M72	uVSG	-	Streptococcus_gordonii 	1	62
M72	uVSG	-	Streptococcus_equi 	1	264
M72	uVSG	-	Streptococcus_dysgalactiae 	1	93
M72	uVSG	-	Thermoactinomyces_mirandus 	1	1
M73	uVSG	-	Campylobacter_concisus 	91	288
M73	uVSG	-	Campylobacter_fetus 	4	84
M73	uVSG	-	Campylobacter_SGB19357 	1	1
M73	uVSG	-	GGB12441_SGB19290 	1	7
M73	uVSG	-	Campylobacter_SGB19359 	1	2
M74	uVSG	-	Veillonella_atypica 	22	194
M74	uVSG	-	Veillonella_parvula 	13	767
M74	uVSG	-	Veillonella_rogosae 	6	74
M74	uVSG	-	Veillonella_dispar 	3	235
M74	uVSG	-	Veillonella_SGB6958 	1	2
M74	uVSG	-	Prevotella_nanceiensis 	1	63
M74	uVSG	-	Prevotella_pallens 	1	98
M74	uVSG	-	Veillonella_tobetsuensis 	1	11
M75	kVSG	NC_0013311_Pseudomonas_phage_Pf1	Pseudomonas_aeruginosa 	105	3860
M76	uVSG	-	Salmonella_enterica 	107	8517
M76	uVSG	-	Enterobacter_hormaechei 	2	1219
M76	uVSG	-	Raoultella_ornithinolytica 	2	138
M76	uVSG	-	Enterobacter_chengduensis 	2	22
M76	uVSG	-	Enterobacter_SGB58204 	1	2
M76	uVSG	-	Acinetobacter_baumannii 	1	3012
M76	uVSG	-	Serratia_rubidaea 	1	12
M76	uVSG	-	Enterobacteriaceae_bacterium_BIT_l23 	1	2
M76	uVSG	-	Citrobacter_braakii 	1	111
M76	uVSG	-	Enterobacteriaceae_bacterium_4M9 	1	1
M76	uVSG	-	Erwiniaceae_bacterium_PD_1 	1	1
M76	uVSG	-	Enterobacter_cloacae 	1	200
M76	uVSG	-	Cedecea_lapagei 	1	1
M77	uVSG	-	Klebsiella_pneumoniae 	16	7034
M77	uVSG	-	Escherichia_coli 	4	18595
M77	uVSG	-	Pluralibacter_gergoviae 	2	26
M78	uVSG	-	Bifidobacterium_dentium 	57	185
M78	uVSG	-	Bifidobacterium_pseudocatenulatum 	47	1187
M78	uVSG	-	Bifidobacterium_breve 	13	593
M78	uVSG	-	Bifidobacterium_adolescentis 	9	2922
M78	uVSG	-	Bifidobacterium_catenulatum 	5	431
M78	uVSG	-	Bifidobacterium_moukalabense 	4	4
M78	uVSG	-	Bifidobacterium_bifidum 	3	1267
M78	uVSG	-	Bifidobacterium_angulatum 	3	87
M78	uVSG	-	Bifidobacterium_longum 	2	3602
M78	uVSG	-	Parabacteroides_merdae 	1	2296
M78	uVSG	-	Bifidobacterium_SGB17233 	1	2
M78	uVSG	-	Kitasatospora_purpeofusca 	1	5
M78	uVSG	-	Bifidobacterium_pseudolongum 	1	86
M79	uVSG	-	GGB4554_SGB6285 	1	49
M79	uVSG	-	Campylobacter_coli 	1	6192
M80	uVSG	-	GGB4456_SGB6141 	2	55
M80	uVSG	-	Faecalibacillus_faecis 	1	257
M80	uVSG	-	Clostridium_SGB6179 	1	218
M80	uVSG	-	Romboutsia_timonensis 	1	397
M80	uVSG	-	Intestinibacter_bartlettii 	1	111
M81	uVSG	-	Salmonella_enterica 	101	8517
M81	uVSG	-	Cronobacter_sakazakii 	49	495
M81	uVSG	-	Klebsiella_pneumoniae 	40	7034
M81	uVSG	-	Enterobacteriaceae_bacterium 	2	7
M81	uVSG	-	Shimwellia_blattae 	2	2
M81	uVSG	-	Pectobacterium_brasiliense 	2	39
M81	uVSG	-	Pectobacterium_versatile 	2	61
M81	uVSG	-	Leclercia_adecarboxylata 	1	174
M81	uVSG	-	Pluralibacter_gergoviae 	1	26
M81	uVSG	-	Serratia_oryzae 	1	3
M81	uVSG	-	Serratia_marcescens 	1	666
M81	uVSG	-	Cronobacter_dublinensis 	1	40
M81	uVSG	-	Raoultella_ornithinolytica 	1	138
M82	uVSG	-	Streptococcus_oralis 	9	161
M82	uVSG	-	Streptococcus_dysgalactiae 	4	93
M82	uVSG	-	Streptococcus_mitis 	2	169
M82	uVSG	-	Streptococcus_agalactiae 	2	1107
M82	uVSG	-	Streptococcus_SGB8118 	1	1
M82	uVSG	-	Granulicatella_SGB8254 	1	3
M82	uVSG	-	Streptococcus_thermophilus 	1	682
M83	uVSG	-	Parabacteroides_distasonis 	9	4705
M83	uVSG	-	Phocaeicola_massiliensis 	8	619
M83	uVSG	-	Bacteroides_uniformis 	2	6758
M83	uVSG	-	Phocaeicola_coprophilus 	1	357
M83	uVSG	-	Bacteroides_caccae 	1	742
M83	uVSG	-	GGB1387_SGB1895 	1	122
M83	uVSG	-	Bacteroidaceae_bacterium 	1	1518
M83	uVSG	-	Phocaeicola_plebeius 	1	1036
M83	uVSG	-	Alistipes_shahii 	1	1611
M83	uVSG	-	Streptomyces_coelicolor 	1	5
M85	uVSG	-	Coprococcus_catus 	1	453
M86	uVSG	-	Streptococcus_gallolyticus 	9	168
M86	uVSG	-	Streptococcus_mutans 	5	219
M86	uVSG	-	Streptococcus_agalactiae 	5	1107
M86	uVSG	-	Streptococcus_equinus 	4	188
M86	uVSG	-	Streptococcus_lutetiensis 	4	143
M86	uVSG	-	Streptococcus_oralis 	3	161
M86	uVSG	-	Streptococcus_suis 	2	1100
M86	uVSG	-	Ligilactobacillus_ruminis 	1	438
M86	uVSG	-	Ruminococcus_bicirculans 	1	3401
M86	uVSG	-	Streptococcus_salivarius 	1	1053
M86	uVSG	-	Streptococcus_cristatus 	1	30
M86	uVSG	-	Streptococcus_equi 	1	264
M86	uVSG	-	Streptococcus_uberis 	1	34
M86	uVSG	-	Streptococcus_gordonii 	1	62
M86	uVSG	-	Streptococcus_constellatus 	1	29
M87	uVSG	-	Actinomyces_SGB17168 	1	6
M87	uVSG	-	Actinomyces_bouchesdurhonensis 	1	6
M88	uVSG	-	Veillonella_atypica 	3	194
M88	uVSG	-	Enterococcus_hirae 	3	132
M88	uVSG	-	Veillonella_parvula 	2	767
M88	uVSG	-	Thaumarchaeota_unclassified_SGB82950 	1	1
M88	uVSG	-	Phocaeicola_vulgatus 	1	4172
M89	uVSG	-	Lacrimispora_amygdalina 	37	573
M89	uVSG	-	Clostridium_sp_AF20_17LB 	19	202
M89	uVSG	-	Clostridium_sp_AF12_19 	7	18
M89	uVSG	-	Ruminococcus_torques 	2	2473
M89	uVSG	-	Blautia_wexlerae 	1	2518
M89	uVSG	-	Lacrimispora_celerecrescens 	1	516
M89	uVSG	-	GGB3528_SGB4713 	1	6
M89	uVSG	-	Roseburia_sp_AF02_12 	1	1130
M90	uVSG	-	Rothia_mucilaginosa 	12	122
M90	uVSG	-	Rothia_SGB16985 	3	28
M90	uVSG	-	GGB1267_SGB1701 	1	228
M90	uVSG	-	Rothia_SGB16973 	1	6
M90	uVSG	-	GGB32661_SGB61349 	1	6
M91	uVSG	-	Dysosmobacter_welbionis 	57	598
M91	uVSG	-	Flavonifractor_plautii 	3	696
M91	uVSG	-	Ruthenibacterium_lactatiformans 	2	958
M91	uVSG	-	Clostridiales_bacterium_Choco116 	1	51
M91	uVSG	-	GGB9524_SGB14923 	1	21
M91	uVSG	-	GGB9595_SGB15019 	1	122
M91	uVSG	-	GGB9644_SGB15121 	1	177
M91	uVSG	-	GGB9669_SGB15167 	1	1
M91	uVSG	-	Dialister_hominis 	1	333
M91	uVSG	-	Flavonifractor_SGB63188 	1	2
M91	uVSG	-	Flavonifractor_sp_An10 	1	12
M92	uVSG	-	Eubacterium_siraeum 	1	1926
M92	uVSG	-	GGB9176_SGB14114 	1	485
M92	uVSG	-	GGB4542_SGB6263 	1	14
M92	uVSG	-	Ruminococcaceae_bacterium 	1	5899
M92	uVSG	-	Clostridia_bacterium 	1	13613
M93	uVSG	-	Ruthenibacterium_lactatiformans 	141	958
M93	uVSG	-	GGB9644_SGB15121 	2	177
M93	uVSG	-	Oscillibacter_sp_ER4 	2	2741
M93	uVSG	-	Subdoligranulum_sp_APC924_74 	1	4694
M93	uVSG	-	GGB9673_SGB15172 	1	72
M93	uVSG	-	GGB9712_SGB15244 	1	603
M93	uVSG	-	Clostridia_bacterium 	1	13613
M93	uVSG	-	Clostridia_unclassified_SGB14844 	1	84
M93	uVSG	-	Agathobaculum_butyriciproducens 	1	947
M94	uVSG	-	Bacteroides_ovatus 	37	1006
M94	uVSG	-	Bacteroides_xylanisolvens 	4	364
M94	uVSG	-	Bacteroides_uniformis 	3	6758
M94	uVSG	-	GGB33273_SGB48572 	3	9
M94	uVSG	-	Bacteroides_caccae 	2	742
M94	uVSG	-	Ruminococcus_bromii 	1	4359
M94	uVSG	-	Phocaeicola_massiliensis 	1	619
M94	uVSG	-	Bacteroides_sp_D2 	1	13
M95	uVSG	-	Blautia_producta 	31	86
M95	uVSG	-	Blautia_hominis 	3	7
M95	uVSG	-	Anaerostipes_caccae 	1	35
M95	uVSG	-	Tyzzerella_nexilis 	1	306
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	Escherichia_coli 	762	18595
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	Klebsiella_pneumoniae 	150	7034
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	Salmonella_enterica 	57	8517
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	Cronobacter_sakazakii 	47	495
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	Klebsiella_oxytoca 	26	157
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	Escherichia_albertii 	16	164
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	Leclercia_adecarboxylata 	13	174
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	Escherichia_fergusonii 	13	56
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	Enterobacter_cloacae 	9	200
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	Gilliamella_apicola 	8	79
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	Klebsiella_michiganensis 	6	285
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	Enterobacter_roggenkampii 	6	183
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	Citrobacter_koseri 	6	57
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	Enterobacter_kobei 	5	136
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	Pectobacterium_versatile 	4	61
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	Clostridia_bacterium 	4	13613
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	Atlantibacter_subterranea 	3	8
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	Mesosutterella_multiformis 	3	323
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	Providencia_stuartii 	3	36
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	Dickeya_zeae 	3	13
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	Citrobacter_braakii 	3	111
